id,label
train/0/0_0.png,0
train/0/1_0.png,0
train/0/2_0.png,0
train/0/3_0.png,0
train/0/4_0.png,0
train/0/5_0.png,0
train/0/6_0.png,0
train/0/7_0.png,0
train/0/8_0.png,0
train/0/9_0.png,0
train/0/10_0.png,0
train/0/11_0.png,0
train/0/12_0.png,0
train/0/13_0.png,0
train/0/14_0.png,0
train/0/15_0.png,0
train/0/16_0.png,0
train/0/17_0.png,0
train/0/18_0.png,0
train/0/19_0.png,0
train/0/20_0.png,0
train/0/21_0.png,0
train/0/22_0.png,0
train/0/23_0.png,0
train/0/24_0.png,0
train/0/25_0.png,0
train/0/26_0.png,0
train/0/27_0.png,0
train/0/28_0.png,0
train/0/29_0.png,0
train/0/30_0.png,0
train/0/31_0.png,0
train/0/32_0.png,0
train/0/33_0.png,0
train/0/34_0.png,0
train/0/35_0.png,0
train/0/36_0.png,0
train/0/37_0.png,0
train/0/38_0.png,0
train/0/39_0.png,0
train/0/40_0.png,0
train/0/41_0.png,0
train/0/42_0.png,0
train/0/43_0.png,0
train/0/44_0.png,0
train/0/45_0.png,0
train/0/46_0.png,0
train/0/47_0.png,0
train/0/48_0.png,0
train/0/49_0.png,0
train/0/50_0.png,0
train/0/51_0.png,0
train/0/52_0.png,0
train/0/53_0.png,0
train/0/54_0.png,0
train/0/55_0.png,0
train/0/56_0.png,0
train/0/57_0.png,0
train/0/58_0.png,0
train/0/59_0.png,0
train/0/60_0.png,0
train/0/61_0.png,0
train/0/62_0.png,0
train/0/63_0.png,0
train/0/64_0.png,0
train/0/65_0.png,0
train/0/66_0.png,0
train/0/67_0.png,0
train/0/68_0.png,0
train/0/69_0.png,0
train/0/70_0.png,0
train/0/71_0.png,0
train/0/72_0.png,0
train/0/73_0.png,0
train/0/74_0.png,0
train/0/75_0.png,0
train/0/76_0.png,0
train/0/77_0.png,0
train/0/78_0.png,0
train/0/79_0.png,0
train/0/80_0.png,0
train/0/81_0.png,0
train/0/82_0.png,0
train/0/83_0.png,0
train/0/84_0.png,0
train/0/85_0.png,0
train/0/86_0.png,0
train/0/87_0.png,0
train/0/88_0.png,0
train/0/89_0.png,0
train/0/90_0.png,0
train/0/91_0.png,0
train/0/92_0.png,0
train/0/93_0.png,0
train/0/94_0.png,0
train/0/95_0.png,0
train/0/96_0.png,0
train/0/97_0.png,0
train/0/98_0.png,0
train/0/99_0.png,0
train/0/100_0.png,0
train/0/101_0.png,0
train/0/102_0.png,0
train/0/103_0.png,0
train/0/104_0.png,0
train/0/105_0.png,0
train/0/106_0.png,0
train/0/107_0.png,0
train/0/108_0.png,0
train/0/109_0.png,0
train/0/110_0.png,0
train/0/111_0.png,0
train/0/112_0.png,0
train/0/113_0.png,0
train/0/114_0.png,0
train/0/115_0.png,0
train/0/116_0.png,0
train/0/117_0.png,0
train/0/118_0.png,0
train/0/119_0.png,0
train/0/120_0.png,0
train/0/121_0.png,0
